** CONVERTED FROM D:\elcl\DATA\S_114_s2.edf using edfapi 3.0 Win32 Dec 12 2008 on Tue Oct 21 11:25:46 2014
** DATE: Tue Oct 21 10:35:54 2014
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v4.40 Mar 24 2009
** CAMERA: EyeLink CL Version 1.4 Sensor=BKE
** SERIAL NUMBER: CL1-AAB31
** CAMERA_CONFIG: AAB31140.SCD
**

MSG	2458814 RECCFG CR 500 2 1 LR
MSG	2458814 ELCLCFG BTABLER
MSG	2458814 GAZE_COORDS 0.00 0.00 1151.00 863.00
MSG	2458814 THRESHOLDS L 108 236  R 73 230
MSG	2458814 ELCL_PROC ELLIPSE  (5)
MSG	2458814 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
START	2458815 	LEFT	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	DIAMETER
EVENTS	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
MSG	2458815 !MODE RECORD CR 500 2 1 LR
2459101	  119.3	 1078.6	 4562.0	  111.0	 1114.1	 3759.0	.....
2459103	  119.7	 1078.6	 4561.0	  110.9	 1113.9	 3760.0	.....
2459105	  120.1	 1078.5	 4560.0	  111.0	 1114.0	 3760.0	.....
2459107	  120.4	 1078.5	 4561.0	  111.2	 1114.1	 3760.0	.....
2459109	  120.5	 1078.5	 4564.0	  111.3	 1113.8	 3761.0	.....
2459111	  120.7	 1078.5	 4567.0	  111.4	 1113.5	 3764.0	.....
2459113	  120.7	 1078.3	 4567.0	  111.5	 1113.2	 3765.0	.....
2459115	  120.8	 1077.9	 4568.0	  111.5	 1113.2	 3765.0	.....
2459117	  121.1	 1077.5	 4568.0	  111.5	 1113.6	 3768.0	.....
2459119	  121.6	 1077.4	 4568.0	  111.4	 1114.0	 3770.0	.....
2459121	  122.4	 1077.4	 4568.0	  111.3	 1114.2	 3773.0	.....
2459123	  122.8	 1077.4	 4569.0	  111.2	 1114.1	 3772.0	.....
2459125	  122.9	 1077.0	 4570.0	  111.4	 1114.1	 3771.0	.....
2459127	  122.8	 1076.6	 4571.0	  111.4	 1114.0	 3772.0	.....
2459129	  122.8	 1076.4	 4571.0	  111.4	 1114.0	 3772.0	.....
2459131	  123.0	 1076.5	 4572.0	  111.1	 1113.8	 3773.0	.....
2459133	  123.2	 1076.6	 4572.0	  110.4	 1113.5	 3775.0	.....
2459135	  123.3	 1076.8	 4573.0	  109.8	 1113.2	 3777.0	.....
2459137	  123.5	 1077.0	 4573.0	  109.7	 1113.0	 3779.0	.....
2459139	  123.8	 1077.1	 4574.0	  110.2	 1113.2	 3781.0	.....
2459141	  124.2	 1077.1	 4574.0	  110.7	 1113.4	 3781.0	.....
2459143	  124.3	 1077.0	 4574.0	  110.9	 1113.5	 3781.0	.....
2459145	  124.2	 1076.9	 4576.0	  110.6	 1113.5	 3780.0	.....
2459147	  124.1	 1076.6	 4578.0	  110.4	 1113.5	 3781.0	.....
2459149	  123.7	 1076.4	 4578.0	  110.5	 1113.5	 3784.0	.....
2459151	  123.3	 1076.2	 4578.0	  110.6	 1113.5	 3786.0	.....
2459153	  123.1	 1076.5	 4579.0	  110.7	 1113.4	 3788.0	.....
2459155	  123.1	 1076.9	 4579.0	  110.7	 1113.1	 3788.0	.....
2459157	  123.1	 1077.2	 4580.0	  110.8	 1112.9	 3788.0	.....
2459159	  122.9	 1077.2	 4581.0	  110.4	 1112.8	 3789.0	.....
2459161	  122.8	 1077.1	 4582.0	  110.0	 1112.9	 3790.0	.....
2459163	  123.0	 1076.9	 4582.0	  109.7	 1113.1	 3790.0	.....
2459165	  123.3	 1077.1	 4582.0	  109.7	 1113.0	 3790.0	.....
2459167	  123.6	 1077.2	 4582.0	  109.7	 1112.8	 3790.0	.....
2459169	  123.7	 1077.4	 4582.0	  109.9	 1112.5	 3791.0	.....
2459171	  123.5	 1077.4	 4582.0	  110.1	 1112.4	 3791.0	.....
2459173	  123.3	 1077.5	 4582.0	  110.3	 1112.5	 3791.0	.....
2459175	  123.1	 1077.3	 4583.0	  110.1	 1112.4	 3791.0	.....
2459177	  123.2	 1077.2	 4584.0	  109.8	 1112.4	 3792.0	.....
2459179	  123.4	 1077.4	 4584.0	  109.5	 1112.3	 3794.0	.....
2459181	  123.6	 1077.7	 4585.0	  109.5	 1112.3	 3796.0	.....
2459183	  123.5	 1078.0	 4586.0	  109.6	 1112.7	 3794.0	.....
2459185	  123.1	 1077.9	 4587.0	  109.8	 1113.0	 3792.0	.....
2459187	  122.9	 1077.8	 4587.0	  110.0	 1113.1	 3793.0	.....
2459189	  123.1	 1077.8	 4587.0	  109.8	 1112.9	 3795.0	.....
2459191	  123.4	 1077.8	 4588.0	  109.5	 1112.6	 3797.0	.....
2459193	  123.5	 1077.7	 4590.0	  109.2	 1112.6	 3797.0	.....
2459195	  123.5	 1077.6	 4592.0	  109.2	 1112.6	 3797.0	.....
2459197	  123.5	 1077.7	 4592.0	  109.1	 1112.7	 3797.0	.....
2459199	  123.4	 1077.7	 4592.0	  109.1	 1112.8	 3797.0	.....
2459201	  123.3	 1077.9	 4592.0	  109.0	 1112.8	 3798.0	.....
2459203	  123.3	 1078.1	 4592.0	  108.9	 1113.0	 3799.0	.....
2459205	  123.5	 1078.2	 4593.0	  108.9	 1113.2	 3799.0	.....
2459207	  123.6	 1078.2	 4594.0	  108.9	 1113.3	 3799.0	.....
2459209	  123.8	 1078.3	 4595.0	  108.7	 1112.7	 3800.0	.....
2459211	  124.1	 1078.4	 4596.0	  108.5	 1112.2	 3801.0	.....
2459213	  124.4	 1078.3	 4595.0	  108.2	 1111.6	 3802.0	.....
2459215	  124.3	 1078.0	 4595.0	  108.2	 1111.6	 3802.0	.....
2459217	  124.1	 1077.8	 4597.0	  108.4	 1111.8	 3803.0	.....
2459219	  123.9	 1077.9	 4598.0	  108.4	 1112.1	 3805.0	.....
2459221	  124.0	 1078.0	 4600.0	  108.4	 1112.3	 3806.0	.....
2459223	  123.8	 1078.0	 4600.0	  108.4	 1112.2	 3804.0	.....
2459225	  123.6	 1077.9	 4599.0	  108.5	 1112.0	 3802.0	.....
2459227	  123.5	 1077.7	 4601.0	  108.5	 1112.3	 3801.0	.....
2459229	  123.6	 1077.7	 4602.0	  108.4	 1112.7	 3804.0	.....
2459231	  123.7	 1077.6	 4603.0	  108.2	 1113.0	 3806.0	.....
2459233	  123.7	 1077.6	 4603.0	  108.0	 1113.1	 3806.0	.....
2459235	  123.8	 1077.4	 4603.0	  107.8	 1113.1	 3804.0	.....
2459237	  123.9	 1077.3	 4604.0	  107.5	 1113.1	 3805.0	.....
2459239	  124.0	 1077.2	 4604.0	  107.3	 1113.0	 3809.0	.....
2459241	  124.5	 1077.6	 4604.0	  107.6	 1112.9	 3812.0	.....
2459243	  124.8	 1077.9	 4604.0	  108.0	 1112.9	 3812.0	.....
2459245	  124.9	 1078.2	 4604.0	  108.3	 1112.9	 3812.0	.....
2459247	  124.6	 1078.3	 4605.0	  108.2	 1112.5	 3813.0	.....
2459249	  124.3	 1078.4	 4606.0	  108.0	 1111.9	 3813.0	.....
2459251	  124.2	 1078.6	 4607.0	  107.8	 1111.4	 3813.0	.....
2459253	  124.1	 1078.5	 4607.0	  107.8	 1111.4	 3812.0	.....
2459255	  124.1	 1078.3	 4608.0	  107.5	 1111.5	 3810.0	.....
