** CONVERTED FROM D:\data\some_file.edf using edfapi 3.1 Win32 Jan 19 2015 on Wed Jul 15 15:03:16 2015
** DATE: Wed Jul 15 01:41:59 2015
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v5.04 Sep 25 2014
** CAMERA: Eyelink GL Version 1.2 Sensor=AJ7
** SERIAL NUMBER: CLG-BBD46
** CAMERA_CONFIG: BBD46200.SCD
**

MSG	4489873 RECCFG CR 500 2 1 LR
MSG	4489873 ELCLCFG BTABLER
MSG	4489873 GAZE_COORDS 0.00 0.00 1279.00 1023.00
MSG	4489873 THRESHOLDS L 51 201  R 47 207
MSG	4489873 ELCL_WINDOW_SIZES 160 160 0 0
MSG	4489873 ELCL_PROC CENTROID (3)
MSG	4489873 ELCL_PCR_PARAM 5 3.0
START	4489874 	LEFT	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	DIAMETER
EVENTS	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2	INPUT
MSG	4489874 !MODE RECORD CR 500 2 1 LR
4490286	   .	   .	    0.0	  723.8	  488.2	 6125.0	32768.0	.C...
4490288	   .	   .	    0.0	  725.5	  488.2	 6126.0	32768.0	.C...
4490290	   .	   .	    0.0	  727.1	  486.9	 6129.0	32768.0	.C...
4490292	   .	   .	    0.0	  727.4	  486.3	 6124.0	32768.0	.C...
4490294	   .	   .	    0.0	  726.0	  486.2	 6121.0	32768.0	.C...
4490296	   .	   .	    0.0	  725.0	  486.7	 6123.0	32768.0	.C...
4490298	   .	   .	    0.0	  725.4	  487.0	 6123.0	32768.0	.C...
4490300	   .	   .	    0.0	  725.8	  485.7	 6121.0	32768.0	.C...
4490302	   .	   .	    0.0	  725.5	  484.2	 6120.0	32768.0	.C...
4490304	   .	   .	    0.0	  725.3	  484.7	 6116.0	32768.0	.C...
4490306	   .	   .	    0.0	  724.7	  485.1	 6116.0	32768.0	.C...
4490308	   .	   .	    0.0	  724.8	  486.2	 6118.0	32768.0	.C...
4490310	   .	   .	    0.0	  725.9	  486.0	 6118.0	32768.0	.C...
4490312	   .	   .	    0.0	  726.4	  486.2	 6119.0	32768.0	.C...
4490314	   .	   .	    0.0	  726.0	  487.5	 6120.0	32768.0	.C...
4490316	   .	   .	    0.0	  725.5	  486.6	 6119.0	32768.0	.C...
4490318	   .	   .	    0.0	  725.1	  485.8	 6121.0	32768.0	.C...
4490320	   .	   .	    0.0	  724.9	  486.1	 6121.0	32768.0	.C...
4490322	   .	   .	    0.0	  725.9	  486.1	 6117.0	32768.0	.C...
4490324	   .	   .	    0.0	  727.2	  486.5	 6128.0	32768.0	.C...
4490326	   .	   .	    0.0	  727.0	  486.7	 6133.0	32768.0	.C...
4490328	   .	   .	    0.0	  727.6	  485.4	 6134.0	32768.0	.C...
4490330	   .	   .	    0.0	  728.0	  484.4	 6141.0	32768.0	.C...
4490332	   .	   .	    0.0	  728.1	  486.6	 6139.0	32768.0	.C...
4490334	   .	   .	    0.0	  729.0	  487.7	 6137.0	32768.0	.C...
4490336	   .	   .	    0.0	  728.6	  486.9	 6136.0	32768.0	.C...
4490338	   .	   .	    0.0	  728.7	  487.4	 6132.0	32768.0	.C...
4490340	   .	   .	    0.0	  729.4	  487.2	 6127.0	32768.0	.C...
